fibro_typename,theta,seed,orientation_10,major_axis_10,minor_axis_10,orientation_20,major_axis_20,minor_axis_20,orientation_30,major_axis_30,minor_axis_30,orientation_40,major_axis_40,minor_axis_40,orientation_50,major_axis_50,minor_axis_50,orientation_60,major_axis_60,minor_axis_60,orientation_70,major_axis_70,minor_axis_70,orientation_80,major_axis_80,minor_axis_80,orientation_90,major_axis_90,minor_axis_90
compact,0.31416,50,90.000000,5.437704,4.274870,-62.918826,7.676906,6.303315,-80.997919,10.232732,7.783368,-74.034659,12.156437,9.450644,-79.692464,14.480843,11.065435,-73.207657,17.041224,12.920126,-77.059596,20.152930,15.359149,-79.079690,27.221289,18.221068,-78.262455,59.319463,23.019836
compact,0.31416,51,-63.434949,5.474022,4.641536,-75.930132,8.896056,5.919193,-75.036809,11.236186,7.639953,-76.575185,13.254033,9.202254,-75.630617,15.561200,11.024457,-74.633679,18.201936,13.019921,-77.876119,21.783277,15.312904,-75.847759,28.702810,18.560033,-78.637533,62.853250,23.533998
compact,0.31416,52,90.000000,5.437704,4.274870,-71.565051,7.120728,6.446852,90.000000,9.893215,7.740129,-84.435405,11.620846,9.393315,-80.126582,13.522966,11.276409,-82.027302,15.905405,13.294334,-80.343953,19.296597,15.225397,-80.211719,25.280143,18.057986,-81.701354,50.941166,22.573424
compact,0.31416,53,-78.801201,5.401104,4.512088,-60.562618,7.585301,6.534775,-84.203912,9.615623,8.499306,-79.309521,12.792252,9.250576,-78.073047,14.496016,11.418961,-76.971508,17.133285,13.229343,-81.043955,20.921520,15.529201,-79.192189,28.426075,18.734968,-80.612739,60.636506,23.622390
compact,0.31416,54,-63.434949,5.189733,4.033196,90.000000,7.416923,5.404100,90.000000,8.950004,7.524844,-78.404058,10.711220,9.146250,-75.009180,12.023997,11.237466,-87.351476,14.259587,13.033371,-78.865738,16.860435,15.325904,-78.408582,22.023906,18.450694,-80.822596,49.356488,22.767477
compact,0.31416,55,90.000000,5.437704,4.274870,0.000000,6.930803,6.930803,-69.183230,9.446423,8.383568,-85.692176,11.378303,10.295246,-72.113684,13.783568,11.831611,-82.336576,17.132976,13.440657,-75.859319,20.067316,16.762258,-81.318558,31.244420,19.188320,-81.518954,68.597772,25.134207
compact,0.31416,56,90.000000,5.437704,4.274870,0.000000,6.930803,6.930803,-64.581057,9.488297,8.199118,90.000000,11.482604,9.974499,-74.754521,13.865789,11.564366,-68.863155,16.016097,14.025380,-73.983542,19.601445,16.511088,-78.039192,29.486810,19.167386,-79.415166,64.062122,24.871106
compact,0.31416,57,-77.126702,5.250617,4.217249,90.000000,7.194274,6.020168,-72.115548,9.300151,7.823981,-78.229980,11.399300,9.352519,-80.338408,13.107059,11.242096,-84.847577,15.353152,13.422548,-84.073498,18.932365,15.613520,-84.105822,27.023557,18.577080,-82.774032,58.791781,22.892979
compact,0.31416,58,-75.598383,5.881756,4.616451,-82.027302,8.872096,6.386689,-82.474390,11.134457,8.272666,-86.547325,13.755483,9.728600,-83.807370,16.260598,11.430040,-83.901571,19.295404,13.531811,-83.008849,22.797643,16.382845,-81.821456,32.759025,19.039117,-81.490763,66.657246,26.276626
compact,0.31416,59,90.000000,5.437704,4.274870,-71.565051,7.023769,6.690697,90.000000,9.893215,7.740129,-87.076414,11.611398,9.512397,-86.757158,13.376175,11.493435,-88.195086,15.724140,13.511667,-87.990716,19.209623,15.641381,-84.830000,25.519934,18.780335,-82.053788,55.575187,23.093853
compact,0.31416,60,90.000000,5.437704,4.274870,-74.086277,8.212114,6.279569,-87.598257,10.828175,7.522758,-81.237216,12.716740,9.200190,-81.944892,14.761451,11.029421,-81.596451,17.158191,12.982970,-82.740773,20.430498,15.213504,-81.809249,26.276201,18.420130,-81.523901,54.978569,23.101237
compact,0.31416,61,90.000000,5.437704,4.274870,-56.309932,7.503845,6.755814,90.000000,9.484130,8.839306,-80.614340,12.443214,10.075903,-82.851898,14.497696,12.155391,-80.531967,17.211720,14.363835,-79.405717,21.504209,16.760828,-81.063758,32.708901,19.125700,-80.766267,67.353678,26.736004
compact,0.31416,62,-63.434949,5.474022,4.641536,90.000000,7.584751,7.051495,90.000000,9.962117,8.708662,-79.522112,12.883222,10.109116,-83.946450,14.948407,12.284303,-83.282364,17.684822,14.626044,-81.690419,22.496845,16.870063,-83.336012,34.441191,19.039798,-82.560001,70.868583,26.728891
compact,0.31416,63,-78.801201,5.401104,4.512088,-56.309932,7.503845,6.755814,-63.434949,9.309493,8.746882,90.000000,11.266088,10.605334,-71.908598,14.034776,12.000514,-77.135842,16.869443,13.911941,-75.468192,20.450976,16.508256,-78.505162,29.203652,19.105180,-78.824673,56.736573,26.883296
compact,0.31416,64,-63.434949,5.474022,4.641536,-75.127559,8.014705,6.734835,-84.219935,10.542371,8.260841,-76.553804,12.663622,9.986345,-84.012379,15.344811,11.525663,-77.893620,17.603577,13.894352,-77.636625,21.310162,16.316724,-81.162177,29.156983,19.441397,-79.096759,60.106748,26.837282
compact,0.31416,65,-75.598383,5.881756,4.616451,-83.104319,8.779780,6.581615,-80.327225,11.593706,8.040380,-80.709596,13.493294,10.131476,-80.826174,16.376200,11.516787,-81.505156,19.670718,13.323838,-80.364178,23.797881,15.803724,-78.628061,31.982823,19.038758,-79.143763,66.782342,24.341861
compact,0.31416,66,-75.598383,5.881756,4.616451,-84.921864,9.069424,6.374587,-80.782526,11.670163,7.879061,-77.056487,13.703778,9.688314,-81.939021,16.322736,11.471473,-79.125120,19.335712,13.307721,-79.287705,23.694840,15.502555,-77.974208,31.087552,19.018626,-80.217925,65.312309,25.087946
compact,0.31416,67,-78.801201,5.401104,4.512088,-74.086277,8.212114,6.279569,-88.426528,10.154135,8.200231,-85.330944,12.825478,9.424976,-82.642464,15.008783,11.191533,-82.552534,17.164505,13.413702,-83.492386,20.990409,15.587888,-82.151034,27.649267,19.162630,-81.816371,60.866537,25.159095
compact,0.31416,68,90.000000,5.437704,4.274870,-62.918826,7.676906,6.303315,90.000000,9.811558,7.945369,90.000000,11.612518,9.620381,-78.470813,13.778960,11.350593,-84.333288,16.270892,13.156231,-84.176574,19.572858,15.409314,-84.857337,26.240702,18.008431,-82.225628,53.739694,23.308311
compact,0.31416,69,90.000000,5.437704,4.274870,-62.918826,7.676906,6.303315,-61.367613,9.543430,7.999775,-86.560128,11.746881,9.642139,-74.976200,13.883871,11.262519,-71.470638,16.146916,13.427098,-75.087782,20.010976,15.263977,-75.161990,26.536604,18.545066,-79.367718,55.890148,23.141775
compact,0.31416,70,90.000000,5.437704,4.274870,-65.697369,7.396504,6.378620,90.000000,9.811558,7.945369,90.000000,11.612518,9.620381,-78.357181,13.981750,11.187378,-81.873957,16.634301,13.030772,-80.218484,19.846439,15.277209,-83.372902,26.914434,17.622719,-81.679643,54.847781,21.644276
compact,0.31416,71,90.000000,5.437704,4.274870,-75.127559,7.652553,6.037214,-84.635570,10.344662,7.387143,-81.680029,11.777423,9.394547,-76.296212,13.927259,10.970962,-76.046779,16.842319,12.557621,-74.369603,19.684828,14.868697,-79.489937,25.514965,17.374637,-79.123781,50.579444,21.377458
compact,0.31416,72,-63.434949,5.189733,4.033196,-71.565051,7.120728,6.446852,-70.504503,9.518765,7.763395,-78.229980,11.399300,9.352519,-77.509518,13.218615,11.247525,-71.717432,15.703533,13.109804,-77.473787,18.777299,15.610467,-77.911713,25.288194,18.635513,-79.218905,52.929512,23.625259
compact,0.31416,73,0.000000,5.219013,5.219013,-84.479530,8.692744,6.771884,-77.012841,11.168618,8.763314,-85.452374,13.560490,10.802282,-81.372131,16.846687,12.413504,-81.633657,20.338916,14.733205,-81.769059,26.185981,17.072935,-80.775026,40.510868,19.169430,-80.531343,78.489938,28.198540
compact,0.31416,74,-63.434949,5.189733,4.033196,90.000000,7.194274,6.020168,-79.314689,9.223645,7.433130,-69.454113,10.879930,9.233150,-64.425065,12.513921,11.093313,-70.557752,14.454614,13.218324,-66.886211,17.313296,15.463112,-70.475243,22.262693,19.184731,-78.633849,51.556090,23.375542
compact,0.31416,75,90.000000,5.437704,4.274870,-62.918826,7.676906,6.303315,-73.154966,9.621772,8.245594,-83.550624,11.893217,9.650294,-75.445697,14.034113,11.522633,-77.263555,16.629781,13.496768,-78.407601,20.184871,15.995222,-78.575231,28.441614,18.830838,-80.298315,62.425781,23.388923
compact,0.31416,76,-77.126702,5.250617,4.217249,-71.565051,7.023769,6.690697,-70.504503,9.518765,7.763395,-84.435405,11.620846,9.393315,-85.418826,13.334122,11.236973,-81.859422,15.598469,13.374909,-80.951337,18.940254,15.384582,-80.252069,24.152725,18.826746,-81.952725,50.440450,24.033903
compact,0.31416,77,-80.782526,6.318475,4.544040,-87.322087,9.276602,6.351745,-79.811782,11.519404,8.199407,-84.092512,14.496671,9.506963,-81.156750,16.989458,11.384250,-83.283275,19.875710,13.381398,-81.019541,23.763654,15.995028,-82.061198,32.636906,18.986214,-81.228264,69.178985,25.081744
compact,0.31416,78,90.000000,5.437704,4.274870,-56.309932,7.503845,6.755814,-63.434949,9.309493,8.746882,90.000000,11.266088,10.605334,-73.450803,13.754958,12.240679,-79.229512,17.075639,13.879697,-79.272063,20.548452,16.854482,-79.432986,30.884507,19.108049,-80.341891,64.122517,26.402114
compact,0.31416,79,-78.801201,5.401104,4.512088,-56.309932,7.503845,6.755814,90.000000,9.484130,8.839306,-82.064312,12.486886,9.934747,-86.166185,15.105842,11.538642,-80.754843,17.508810,14.047482,-84.475344,21.589101,16.758036,-82.822252,32.943073,19.022417,-82.003996,69.225989,26.069463
compact,0.31416,80,-45.000000,5.608117,4.048723,-62.918826,7.676906,6.303315,-52.250083,9.797846,8.035578,-67.127004,12.066382,9.639653,-74.754521,13.865789,11.564366,-71.941440,16.788655,13.374038,-70.416213,20.001018,15.997469,-75.511168,27.813170,19.243849,-77.287343,63.694101,25.224367
compact,0.31416,81,-63.434949,5.189733,4.033196,90.000000,7.194274,6.020168,-79.314689,9.223645,7.433130,-69.454113,10.879930,9.233150,-64.425065,12.513921,11.093313,-70.557752,14.454614,13.218324,-74.833912,17.337531,15.272386,-73.091536,22.554625,18.302214,-80.447053,45.077725,23.052716
compact,0.31416,82,90.000000,5.437704,4.274870,0.000000,6.930803,6.930803,-84.203912,9.615623,8.499306,-80.713069,11.530348,10.287244,-77.394980,14.447374,11.558472,-81.019619,17.187118,13.551442,-79.371224,20.721761,16.296116,-78.395209,30.315354,18.798077,-79.255020,63.068862,25.210994
compact,0.31416,83,90.000000,5.437704,4.274870,-62.918826,7.676906,6.303315,-73.154966,9.621772,8.245594,-74.034659,12.156437,9.450644,-73.571623,14.124032,11.257853,-73.075542,17.005958,12.945095,-75.766067,20.253889,15.211325,-76.418955,26.867017,18.400176,-79.552625,58.080461,22.334529
compact,0.31416,84,90.000000,5.437704,4.274870,-56.309932,7.503845,6.755814,-86.339085,9.546958,8.672131,-83.325636,12.534291,9.789376,90.000000,14.938806,11.404172,-84.701332,17.305909,13.840420,-86.308776,21.060744,16.455607,-84.387816,30.798022,19.107781,-82.357832,67.987913,24.943941
compact,0.31416,85,-63.434949,5.474022,4.641536,-75.127559,8.014705,6.734835,-84.219935,10.542371,8.260841,-79.940889,13.304166,9.465949,-80.114589,15.414855,11.397176,-81.013863,18.318363,13.345375,-80.033543,22.321528,15.708607,-82.049510,30.256199,19.033191,-80.917426,63.629019,24.296666
compact,0.31416,86,-78.801201,5.401104,4.512088,-56.309932,7.503845,6.755814,-75.127559,10.139476,8.121141,-78.632262,12.836474,9.429219,-76.238393,14.955518,11.326285,-75.060326,17.561161,13.266594,-76.264496,21.436454,15.471307,-76.143043,28.127044,19.022510,-77.372274,59.505568,24.741129
compact,0.31416,87,90.000000,5.597619,3.883727,-71.565051,7.120728,6.446852,-86.274342,9.857947,7.630827,-84.435405,11.620846,9.393315,-80.126582,13.522966,11.276409,-81.859422,15.598469,13.374909,-79.856079,19.087558,15.258781,-80.665596,25.210399,17.824481,-81.138799,51.934601,23.126482
compact,0.31416,88,0.000000,5.219013,5.219013,-67.045310,8.749417,6.698502,-75.277879,10.832091,8.814132,-70.526173,13.503145,10.475750,-73.264518,15.763026,12.594935,-75.682459,19.281800,14.403774,-77.993036,24.119751,16.839616,-80.302802,34.521286,20.093725,-78.642245,71.588631,28.136733
compact,0.31416,89,0.000000,5.219013,5.219013,-71.000092,8.740412,6.846109,-76.010263,11.511769,8.407091,-69.610142,13.725224,10.394742,-78.461024,16.595337,12.069727,-76.737480,19.731661,14.219236,-78.526265,24.981717,16.323452,-80.774648,35.978170,18.945164,-80.623036,73.712874,26.925996
compact,0.31416,90,-78.801201,5.401104,4.512088,-68.423805,7.737666,6.770169,-81.430962,10.542297,8.154191,-78.637949,13.171516,9.476096,-80.114589,15.414855,11.397176,-77.319109,18.169580,13.614774,-74.662235,21.997817,16.324591,-78.468124,32.867981,18.683064,-79.185729,68.044768,24.562839
compact,0.31416,91,90.000000,5.437704,4.274870,-65.697369,7.396504,6.378620,-61.367613,9.543430,7.999775,-87.076414,11.611398,9.512397,-80.126582,13.522966,11.276409,-75.027408,15.634065,13.426114,-77.328294,19.268228,15.319664,-75.912919,24.686240,18.995843,-79.635730,55.174663,23.944909
compact,0.31416,92,90.000000,5.437704,4.274870,-69.459802,7.646677,6.188195,90.000000,9.893215,7.740129,90.000000,11.612518,9.620381,-77.238288,13.818619,11.220260,-81.465808,16.256605,13.004955,-79.479147,19.207814,15.229738,-81.050965,25.609820,17.611300,-80.291735,53.752450,22.932724
compact,0.31416,93,-77.126702,5.250617,4.217249,-71.565051,7.120728,6.446852,-70.504503,9.518765,7.763395,-78.229980,11.399300,9.352519,-80.338408,13.107059,11.242096,-73.792463,15.528201,13.011731,-76.334670,18.532152,15.324426,-79.652484,24.381785,18.219581,-80.112366,51.925262,21.838698
compact,0.31416,94,90.000000,5.597619,3.883727,-71.565051,7.120728,6.446852,-82.789613,9.841227,7.501537,-81.483938,11.504130,9.379242,-85.418826,13.334122,11.236973,-75.669848,15.605870,13.026493,-80.439489,19.032161,15.040230,-83.326356,24.838945,17.815014,-81.196225,51.611181,22.272959
compact,0.31416,95,-75.598383,5.881756,4.616451,-82.027302,8.872096,6.386689,-82.785124,11.788672,7.555474,-75.761326,13.692431,9.793382,-80.712643,16.212503,11.555347,-80.143542,19.546311,13.282735,-79.894758,23.527908,15.828259,-80.100184,33.187239,18.736712,-80.710651,66.913468,24.954751
compact,0.31416,96,90.000000,5.437704,4.274870,-56.309932,7.503845,6.755814,90.000000,9.484130,8.839306,-68.141637,11.873554,10.423063,-78.133530,14.363255,12.092569,-75.633219,17.088501,14.314002,-77.385176,21.352656,16.931874,-82.329962,33.194065,19.035382,-81.133328,67.021191,27.156773
compact,0.31416,97,-63.434949,5.341660,4.932883,-71.188531,8.663114,6.651087,-82.944561,11.060023,8.436764,-74.655946,13.153920,10.360496,-77.594643,15.850394,12.147561,-81.218921,19.139532,14.122817,-81.248375,24.217908,16.318167,-80.820245,34.749011,19.063566,-80.249521,72.686814,25.821120
compact,0.31416,98,-52.588863,5.363247,4.073051,-83.244244,7.133973,6.258122,-72.115548,9.300151,7.823981,-75.026617,11.379525,9.252102,-80.338408,13.107059,11.242096,-68.561661,15.344529,13.348252,-77.473787,18.777299,15.610467,-76.520701,25.961765,18.977195,-81.271659,59.340750,23.166889
compact,0.31416,99,90.000000,5.437704,4.274870,-62.918826,7.676906,6.303315,-73.154966,9.621772,8.245594,-82.098743,11.768812,9.988299,-76.024515,14.201860,11.480787,-80.208970,16.750242,13.545279,-77.057497,20.228379,16.204590,-78.012307,28.809044,18.768119,-78.460091,60.453010,24.904286
compact,0.31416,100,90.000000,5.437704,4.274870,-62.918826,7.676906,6.303315,-73.154966,9.621772,8.245594,-74.034659,12.156437,9.450644,-73.571623,14.124032,11.257853,-71.973534,16.999531,12.869050,-74.100897,20.358991,15.265994,-75.994278,26.986062,18.320164,-80.720666,55.762565,23.038903
compact,0.62832,1,-63.434949,5.474022,4.641536,-45.000000,7.936742,6.652831,-63.434949,9.545909,9.031730,-65.838440,12.184735,10.662272,-74.637653,14.613085,12.583926,-66.207979,17.628697,14.724871,-73.342926,22.477337,17.355490,-70.707936,34.742534,20.145316,-69.325321,66.784920,29.152834
compact,0.62832,2,-45.000000,5.608117,4.048723,-62.918826,7.676906,6.303315,-52.250083,9.797846,8.035578,-58.352990,12.016991,9.664844,-57.946639,13.837536,11.693427,-56.119016,16.365004,13.696993,-63.148063,20.230038,15.855231,-66.895000,28.304030,18.699584,-65.637900,54.483424,26.901779
compact,0.62832,3,-63.434949,5.189733,4.033196,90.000000,7.194274,6.020168,-79.314689,9.223645,7.433130,-73.336855,10.995515,9.247279,-75.244251,12.700589,11.233456,-70.703814,14.897237,13.077468,-71.238665,17.579714,15.507249,-68.997141,23.556054,18.340459,-70.771303,47.891154,23.998491
compact,0.62832,4,-63.434949,5.189733,4.033196,-45.000000,7.058200,6.179144,-79.314689,9.223645,7.433130,-65.587598,10.982365,9.144347,-63.424692,12.722899,10.906964,-59.678877,14.788324,12.757259,-63.323731,17.735813,14.766815,-59.277580,22.142241,18.184431,-68.019834,43.719787,23.889531
compact,0.62832,5,-45.000000,5.608117,4.048723,-62.918826,7.676906,6.303315,-52.250083,9.797846,8.035578,-62.402796,12.001008,9.684683,-60.866760,13.679347,11.920290,-59.243325,16.565924,13.697688,-63.112472,20.399971,15.988170,-69.719660,29.820040,18.612618,-68.292727,59.166558,26.707195
compact,0.62832,6,-78.801201,5.401104,4.512088,-56.309932,7.503845,6.755814,-77.796862,9.365368,8.824875,-69.357645,11.929904,10.274489,-71.691978,14.347757,12.009812,-76.302633,17.174509,13.948040,-72.203990,20.437514,16.954045,-75.042796,29.828441,20.295112,-71.870909,62.502120,28.487239
compact,0.62832,7,-63.434949,5.189733,4.033196,90.000000,7.194274,6.020168,-79.314689,9.223645,7.433130,-69.454113,10.879930,9.233150,-67.299668,12.480897,11.228827,-67.107588,14.720632,13.150535,-71.579988,17.346611,15.579749,-71.220782,23.392040,18.832184,-69.573559,49.787942,24.846045
compact,0.62832,8,-45.000000,5.608117,4.048723,-60.562618,7.585301,6.534775,-45.000000,9.736203,8.330476,-60.189563,11.978334,9.808016,-72.966908,14.149823,11.718912,-66.881301,17.023992,13.562293,-63.868222,20.423473,16.094800,-71.810129,28.654755,18.929112,-70.962176,57.898607,26.280799
compact,0.62832,9,-78.801201,5.401104,4.512088,-56.309932,7.503845,6.755814,-84.203912,9.615623,8.499306,-69.357645,11.929904,10.274489,-74.642165,14.716659,11.708942,-74.638364,17.331552,13.685766,-70.413848,20.987778,16.351025,-72.732189,29.935767,19.132231,-69.528929,59.988688,27.158437
compact,0.62832,10,-45.000000,5.608117,4.048723,-62.918826,7.676906,6.303315,-49.011792,9.760071,8.190168,-60.189563,11.978334,9.808016,-65.973559,13.861028,11.772916,-61.687802,16.594451,13.526672,-64.045511,20.189355,15.827954,-69.571410,27.617229,18.763105,-67.028964,53.042265,26.345267
compact,0.62832,11,-57.320831,6.603520,4.452025,-62.142098,9.789126,6.332739,-59.694506,12.244622,8.309014,-62.238044,14.415887,10.405997,-62.051195,17.722942,11.924271,-64.592625,20.908806,14.258018,-63.835441,26.039125,16.821158,-68.001495,37.737681,20.328213,-68.440296,74.983668,30.143368
compact,0.62832,12,-45.000000,5.608117,4.048723,-62.918826,7.676906,6.303315,-56.467300,9.660646,8.028057,-66.730316,12.030507,9.442064,-72.785734,13.956888,11.296539,-67.156700,16.569754,13.235341,-68.912289,19.943774,15.582218,-70.380089,27.463052,18.476047,-71.501685,58.422104,24.351079
compact,0.62832,13,-51.525833,5.508319,4.380557,-52.465709,8.058717,6.282304,-52.509180,10.280509,7.909810,-54.664048,12.061840,10.035332,-61.495154,14.406675,11.792729,-60.775098,17.495050,13.419655,-61.131306,20.725021,16.214328,-65.974649,28.938014,19.491071,-69.360573,60.802289,26.866967
compact,0.62832,14,-77.126702,5.250617,4.217249,-83.244244,7.133973,6.258122,-74.810437,9.645563,7.343071,-81.650378,11.051149,9.440941,-80.338408,13.107059,11.242096,-79.488773,15.257729,13.334844,-78.751441,18.768481,15.323248,-76.173463,25.414497,18.459475,-72.461946,53.998217,24.019575
compact,0.62832,15,90.000000,5.437704,4.274870,-60.562618,7.585301,6.534775,-69.183230,9.446423,8.383568,-82.098743,11.768812,9.988299,-77.116289,14.348427,11.450609,-79.733073,17.016107,13.472143,-73.251654,20.155379,16.392678,-73.008556,29.339030,18.727710,-71.743965,58.279083,25.106726
compact,0.62832,16,-63.434949,5.189733,4.033196,90.000000,7.194274,6.020168,-79.314689,9.223645,7.433130,-65.096023,10.780880,9.201796,-64.425065,12.513921,11.093313,-79.019718,14.266468,13.207085,-75.801684,17.386248,15.004812,-68.613315,22.211726,18.133137,-71.013886,47.530855,22.970313
compact,0.62832,17,-63.434949,5.189733,4.033196,-45.000000,7.058200,6.179144,-51.738424,9.031871,7.801028,-65.952971,11.182155,9.087800,-63.007976,13.052234,10.825761,-62.079847,15.052329,12.695192,-60.101009,17.825776,14.997583,-62.655607,22.168660,18.491113,-70.232393,44.639018,24.205210
compact,0.62832,18,90.000000,5.437704,4.274870,-71.565051,7.023769,6.690697,-58.636524,9.482419,8.189923,-86.369624,11.351339,9.987685,-77.283505,13.799633,11.525593,-72.975335,16.094303,13.720940,-68.278181,19.814527,15.947618,-72.753900,28.262156,18.779741,-72.139318,60.629975,24.545139
compact,0.62832,19,-63.434949,5.189733,4.033196,-83.244244,7.133973,6.258122,-74.810437,9.645563,7.343071,-72.058931,11.372631,9.137985,-74.335654,13.029424,11.136239,-71.814881,15.456028,12.991208,-71.804556,18.416298,15.430802,-73.620243,24.599619,18.847637,-73.925171,57.851439,23.457691
compact,0.62832,20,-63.434949,5.189733,4.033196,-56.565710,7.048371,6.354379,-74.810437,9.645563,7.343071,-65.952971,11.182155,9.087800,-64.297633,13.282702,10.825400,-68.342342,15.117403,12.968038,-65.033624,18.028766,15.272183,-65.108603,23.756529,18.226829,-69.249150,48.869396,23.074792
compact,0.62832,21,-45.000000,5.608117,4.048723,-62.918826,7.676906,6.303315,-56.467300,9.660646,8.028057,-68.911980,12.039220,9.320584,-72.785734,13.956888,11.296539,-67.004953,16.617663,13.113117,-71.643526,19.995182,15.284662,-67.721368,25.668853,18.909264,-68.145493,51.979968,25.103669
compact,0.62832,22,0.000000,5.219013,5.219013,-67.045310,8.749417,6.698502,-71.310255,10.915697,8.747032,-62.638688,13.329266,10.491023,-65.634341,15.888666,12.572760,-66.464985,19.741286,14.174979,-69.312229,24.354726,16.860616,-68.917584,33.781502,20.780964,-69.549643,67.713876,29.786180
compact,0.62832,23,-45.000000,5.608117,4.048723,-62.918826,7.676906,6.303315,-52.250083,9.797846,8.035578,-69.949546,12.113894,9.712766,-72.922287,14.442808,11.200363,-69.681284,17.144886,12.911544,-67.343113,20.225041,15.505039,-68.925939,26.627610,18.483989,-68.920154,53.860069,25.373860
compact,0.62832,24,-63.434949,5.474022,4.641536,-60.592487,8.584390,6.246894,-68.760414,10.931024,8.203373,-69.183230,13.093461,9.947397,-67.413971,15.563862,11.634211,-66.770275,18.253293,13.689107,-68.082112,22.123490,16.008272,-69.606188,29.520565,19.650287,-70.759763,62.068663,27.563675
